COUNTY,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
Mariposa,13,2020,3/31/2020 8:00:00 AM,0.014,0.015,0.155,0.06,0.013,0.007,0.03,0.085,0.052,0.09,0.034,0.262,0.205,3/24/2020
Mariposa,13,2021,3/30/2021 8:00:00 AM,0.142,0.018,0.29,0.113,0.039,0.031,0.141,0.156,0.33,0.193,0.074,0.593,0.615,3/23/2021
Mariposa,13,2022,4/5/2022 8:00,0.17,0.026,0.455,0.177,0.045,0.045,0.133,0.192,0.404,0.157,0.06,0.555,0.851,3/29/2022
Mariposa,14,2015,4/7/2015 8:00,0.141,0.03,0.267,0.104,0.053,0.035,0.105,0.233,0.347,0.395,0.151,0.908,0.609,3/31/2015
Mariposa,14,2016,4/5/2016 8:00,0.061,0.015,0.298,0.116,0.028,0.021,0.149,0.183,0.39,0.23,0.088,0.4,0.683,3/29/2016
Mariposa,14,2017,4/11/2017 8:00,0.063,0.015,0.295,0.114,0.043,0.016,0.055,0.249,0.133,0.299,0.114,0.729,0.423,4/4/2017
Mariposa,14,2018,4/10/2018 8:00,0.133,0.061,0.294,0.114,0.041,0.037,0.167,0.083,0.318,0.128,0.049,0.47,0.607,4/3/2018
Mariposa,14,2019,4/9/2019 8:00,0.046,0.016,0.35,0.136,0.039,0.014,0.026,0.144,0.115,0.096,0.037,0.433,0.46,4/2/2019
Mariposa,14,2020,4/7/2020 8:00,0.035,0.014,0.18,0.07,0.025,0.014,0.052,0.082,0.154,0.099,0.038,0.303,0.331,3/31/2020
Mariposa,14,2021,4/6/2021 8:00,0.22,0.025,0.362,0.14,0.059,0.046,0.176,0.244,0.545,0.288,0.11,0.833,0.901,3/30/2021
Mariposa,14,2022,4/12/2022 8:00,0.342,0.058,0.233,0.09,0.066,0.072,0.14,0.045,0.425,0.167,0.064,0.642,0.654,4/5/2022
Mariposa,15,2015,4/14/2015 8:00:00 AM,0.181,0.029,0.33,0.128,0.037,0.04,0.1,0.201,0.409,0.496,0.189,0.58,0.733,4/7/2015
Mariposa,15,2016,4/12/2016 8:00,0.071,0.014,0.315,0.122,0.03,0.015,0.042,0.153,0.218,0.195,0.074,0.495,0.528,4/5/2016
Mariposa,15,2017,4/18/2017 8:00:00 AM,0.09,0.016,0.24,0.093,0.042,0.026,0.06,0.146,0.152,0.129,0.049,0.601,0.388,4/11/2017
Mariposa,15,2018,4/17/2018 8:00:00 AM,0.175,0.021,0.224,0.087,0.039,0.043,0.11,0.05,0.35,0.19,0.073,0.461,0.571,4/10/2018
Mariposa,15,2019,4/16/2019 8:00:00 AM,0.058,0.015,0.222,0.086,0.035,0.016,0.038,0.145,0.206,0.147,0.056,0.376,0.425,4/9/2019
Mariposa,15,2020,4/14/2020 8:00:00 AM,0.033,0.015,0.269,0.104,0.024,0.013,0.058,0.132,0.117,0.09,0.034,0.399,0.381,4/7/2020
Mariposa,15,2021,4/13/2021 8:00:00 AM,0.142,0.102,0.302,0.117,0.052,0.055,0.313,0.19,0.789,0.268,0.102,0.623,1.086,4/6/2021
Mariposa,15,2022,4/19/2022 8:00:00 AM,0.107,0.018,0.262,0.102,0.032,0.028,0.092,0.101,0.243,0.1,0.038,0.468,0.501,4/12/2022
Mariposa,16,2015,4/21/2015 8:00:00 AM,0.201,0.015,0.394,0.153,0.037,0.028,0.074,0.277,0.266,0.557,0.213,0.715,0.654,4/14/2015
Mariposa,16,2016,4/19/2016 8:00:00 AM,0.111,0.022,0.301,0.117,0.032,0.024,0.085,0.241,0.241,0.313,0.119,0.647,0.537,4/12/2016
Mariposa,16,2017,4/25/2017 8:00:00 AM,0.128,0.014,0.202,0.078,0.082,0.042,0.146,0.19,0.385,0.318,0.121,0.796,0.584,4/18/2017
Mariposa,16,2018,4/24/2018 8:00:00 AM,0.077,0.015,0.322,0.125,0.035,0.023,0.044,0.114,0.181,0.32,0.122,0.277,0.498,4/17/2018
Mariposa,16,2019,4/23/2019 8:00:00 AM,0.074,0.018,0.242,0.094,0.033,0.021,0.076,0.136,0.215,0.155,0.059,0.364,0.453,4/16/2019
Mariposa,16,2020,4/21/2020 8:00:00 AM,0.067,0.015,0.293,0.114,0.035,0.028,0.113,0.133,0.252,0.116,0.044,0.584,0.54,4/14/2020
Mariposa,16,2021,4/20/2021 8:00:00 AM,0.16,0.294,0.218,0.085,0.051,0.059,0.392,0.19,0.589,0.271,0.103,0.662,0.804,4/13/2021
Mariposa,16,2022,4/26/2022 8:00:00 AM,0.079,0.015,0.256,0.099,0.032,0.022,0.086,0.14,0.256,0.222,0.085,0.422,0.507,4/19/2022
Mariposa,17,2015,4/28/2015 8:00:00 AM,0.094,0.015,0.73,0.283,0.049,0.033,0.163,0.205,0.259,0.348,0.133,0.909,0.977,4/21/2015
Mariposa,17,2016,4/26/2016 8:00:00 AM,0.174,0.024,0.448,0.174,0.049,0.037,0.1,0.198,0.314,0.378,0.144,0.863,0.755,4/19/2016
Mariposa,17,2017,5/2/2017 8:00,0.098,0.015,0.256,0.099,0.034,0.023,0.044,0.191,0.14,0.357,0.136,0.57,0.392,4/25/2017
Mariposa,17,2018,5/1/2018 8:00,0.129,0.016,0.444,0.172,0.051,0.044,0.172,0.375,0.649,0.428,0.163,1.038,1.086,4/24/2018
Mariposa,17,2019,4/30/2019 8:00:00 AM,0.091,0.069,0.379,0.147,0.05,0.033,0.172,0.237,0.48,0.316,0.121,0.572,0.853,4/23/2019
Mariposa,17,2020,4/28/2020 8:00:00 AM,0.136,0.014,0.301,0.117,0.043,0.036,0.091,0.203,0.293,0.26,0.099,0.597,0.589,4/21/2020
Mariposa,17,2021,4/27/2021 8:00:00 AM,0.17,0.068,0.207,0.08,0.073,0.071,0.395,0.095,0.955,0.357,0.136,0.729,1.159,4/20/2021
Mariposa,17,2022,5/3/2022 8:00,0.19,0.042,0.335,0.13,0.055,0.048,0.209,0.285,0.646,0.34,0.13,0.914,0.976,4/26/2022
Mariposa,18,2015,5/5/2015 8:00,0.169,0.015,0.813,0.315,0.051,0.039,0.164,0.341,0.548,0.768,0.293,0.912,1.348,4/28/2015
Mariposa,18,2016,5/3/2016 8:00,0.059,0.015,0.287,0.111,0.025,0.018,0.073,0.213,0.201,0.282,0.108,0.557,0.484,4/26/2016
Mariposa,18,2017,5/9/2017 8:00,0.147,0.019,0.569,0.221,0.056,0.035,0.092,0.255,0.267,0.725,0.277,0.971,0.826,5/2/2017
Mariposa,18,2018,5/8/2018 8:00,0.12,0.014,0.591,0.229,0.047,0.041,0.191,0.367,0.542,0.609,0.232,1.003,1.124,5/1/2018
Mariposa,18,2019,5/7/2019 8:00,0.133,0.067,0.349,0.135,0.071,0.062,0.344,0.399,0.965,0.435,0.166,1.056,1.309,4/30/2019
Mariposa,18,2020,5/5/2020 8:00,0.11,0.014,0.333,0.129,0.044,0.029,0.068,0.243,0.24,0.519,0.198,0.617,0.567,4/28/2020
Mariposa,18,2021,5/4/2021 8:00,0.142,0.016,0.325,0.126,0.044,0.035,0.076,0.171,0.242,0.453,0.173,0.486,0.561,4/27/2021
Mariposa,18,2022,5/10/2022 8:00,0.182,0.426,0.239,0.093,0.058,0.072,0.385,0.147,0.528,0.429,0.164,0.577,0.762,5/3/2022
Mariposa,19,2015,5/12/2015 8:00,0.131,0.02,0.617,0.239,0.058,0.058,0.351,0.33,0.976,0.536,0.205,1.103,1.583,5/5/2015
Mariposa,19,2016,5/10/2016 8:00,0.061,0.015,0.524,0.203,0.029,0.018,0.057,0.182,0.131,0.224,0.085,0.653,0.647,5/3/2016
Mariposa,19,2017,5/16/2017 8:00:00 AM,0.148,0.034,0.454,0.176,0.074,0.065,0.318,0.254,0.792,0.538,0.205,1.015,1.239,5/9/2017
Mariposa,19,2018,5/15/2018 8:00:00 AM,0.121,0.024,0.315,0.122,0.045,0.037,0.159,0.215,0.459,0.52,0.198,0.601,0.769,5/8/2018
Mariposa,19,2019,5/14/2019 8:00:00 AM,0.165,0.015,0.568,0.22,0.055,0.037,0.127,0.408,0.418,0.436,0.166,1.111,0.977,5/7/2019
Mariposa,19,2020,5/12/2020 8:00,0.23,0.023,0.513,0.199,0.079,0.051,0.121,0.428,0.513,0.857,0.327,0.986,1.018,5/5/2020
Mariposa,19,2021,5/11/2021 8:00,0.222,0.027,0.46,0.178,0.064,0.052,0.15,0.236,0.451,0.658,0.251,0.671,0.904,5/4/2021
Mariposa,19,2022,5/17/2022 8:00:00 AM,0.082,0.027,0.294,0.114,0.027,0.023,0.067,0.158,0.198,0.514,0.196,0.413,0.487,5/10/2022
Mariposa,20,2015,5/19/2015 8:00:00 AM,0.112,0.017,0.436,0.169,0.043,0.044,0.234,0.385,0.818,0.332,0.127,1.171,1.247,5/12/2015
Mariposa,20,2016,5/17/2016 8:00:00 AM,0.104,0.014,0.64,0.248,0.042,0.029,0.127,0.37,0.311,0.66,0.252,1.034,0.941,5/10/2016
Mariposa,20,2017,5/23/2017 8:00:00 AM,0.094,0.013,0.433,0.168,0.044,0.024,0.074,0.238,0.227,0.607,0.232,0.564,0.654,5/16/2017
Mariposa,20,2018,5/22/2018 8:00:00 AM,0.097,0.036,0.523,0.203,0.05,0.037,0.183,0.306,0.433,0.382,0.146,0.972,0.948,5/15/2018
Mariposa,20,2019,5/21/2019 8:00:00 AM,0.038,0.018,0.177,0.069,0.02,0.015,0.068,0.083,0.143,0.108,0.041,0.325,0.318,5/14/2019
Mariposa,20,2020,5/19/2020 8:00:00 AM,0.084,0.032,0.202,0.078,0.046,0.029,0.123,0.162,0.388,0.265,0.101,0.541,0.587,5/12/2020
Mariposa,20,2021,5/18/2021 8:00:00 AM,0.191,0.02,0.524,0.203,0.083,0.051,0.184,0.262,0.594,0.626,0.239,0.813,1.11,5/11/2021
Mariposa,20,2022,5/24/2022 8:00:00 AM,0.184,0.11,0.353,0.137,0.048,0.045,0.195,0.18,0.383,0.534,0.204,0.496,0.731,5/17/2022
Mariposa,21,2015,5/26/2015 8:00:00 AM,0.099,0.014,0.872,0.338,0.057,0.036,0.158,0.521,0.582,0.448,0.171,1.483,1.439,5/19/2015
Mariposa,21,2016,5/24/2016 8:00:00 AM,0.103,0.2,0.233,0.09,0.073,0.045,0.26,0.213,0.588,0.421,0.161,0.569,0.817,5/17/2016
Mariposa,21,2017,5/30/2017 8:00:00 AM,0.166,0.016,0.774,0.3,0.074,0.046,0.155,0.403,0.352,0.671,0.256,1.167,1.114,5/23/2017
Mariposa,21,2018,5/29/2018 8:00:00 AM,0.094,0.015,0.85,0.33,0.048,0.031,0.121,0.244,0.112,0.337,0.129,0.994,0.948,5/22/2018
Mariposa,21,2019,5/28/2019 8:00:00 AM,0.029,0.017,0.28,0.109,0.028,0.014,0.074,0.167,0.189,0.108,0.041,0.497,0.464,5/21/2019
Mariposa,21,2020,5/26/2020 8:00:00 AM,0.056,0.015,0.36,0.14,0.035,0.022,0.1,0.212,0.268,0.432,0.165,0.524,0.622,5/19/2020
Mariposa,21,2021,5/25/2021 8:00:00 AM,0.143,0.134,0.276,0.107,0.062,0.045,0.226,0.214,0.55,0.425,0.162,0.593,0.822,5/18/2021
Mariposa,21,2022,5/31/2022 8:00:00 AM,0.149,0.023,0.57,0.221,0.066,0.038,0.138,0.267,0.371,0.718,0.274,0.738,0.932,5/24/2022
Mariposa,22,2015,6/2/2015 8:00,0.059,0.015,0.438,0.17,0.023,0.014,0.041,0.163,0.166,1.12,0.427,0.425,0.597,5/26/2015
Mariposa,22,2016,5/31/2016 8:00:00 AM,0.101,0.021,0.404,0.157,0.045,0.037,0.161,0.343,0.346,0.455,0.174,0.912,0.744,5/24/2016
Mariposa,22,2017,6/6/2017 8:00,0.11,0.033,0.569,0.221,0.049,0.034,0.147,0.368,0.332,0.727,0.277,0.952,0.892,5/30/2017
Mariposa,22,2018,6/5/2018 8:00,0.144,0.266,0.411,0.159,0.091,0.066,0.386,0.203,0.573,0.561,0.214,0.685,0.977,5/29/2018
Mariposa,22,2019,6/4/2019 8:00,0.072,0.014,0.485,0.188,0.044,0.023,0.091,0.323,0.231,0.224,0.085,0.844,0.708,5/28/2019
Mariposa,22,2020,6/2/2020 8:00,0.153,0.014,0.545,0.211,0.066,0.034,0.093,0.289,0.36,0.507,0.193,0.756,0.896,5/26/2020
Mariposa,22,2021,6/1/2021 8:00,0.125,0.115,0.487,0.189,0.056,0.041,0.215,0.213,0.393,0.778,0.297,0.574,0.872,5/25/2021
Mariposa,22,2022,6/7/2022 8:00,0.093,0.014,0.341,0.132,0.029,0.019,0.053,0.138,0.203,0.476,0.182,0.36,0.539,5/31/2022
Mariposa,23,2015,6/9/2015 8:00,0.113,0.015,0.603,0.234,0.039,0.028,0.105,0.287,0.298,0.629,0.24,0.776,0.892,6/2/2015
Mariposa,23,2016,6/7/2016 8:00,0.179,0.014,0.698,0.271,0.061,0.041,0.088,0.36,0.246,0.944,0.36,0.939,0.933,5/31/2016
Mariposa,23,2017,6/13/2017 8:00:00 AM,0.073,0.014,0.459,0.178,0.047,0.027,0.133,0.182,0.231,0.386,0.147,0.728,0.683,6/6/2017
Mariposa,23,2018,6/12/2018 8:00,0.144,0.068,0.383,0.149,0.053,0.051,0.257,0.211,0.57,0.594,0.227,0.637,0.947,6/5/2018
Mariposa,23,2019,6/11/2019 8:00,0.156,0.029,0.52,0.202,0.055,0.039,0.151,0.237,0.353,0.385,0.147,0.6,0.864,6/4/2019
Mariposa,23,2020,6/9/2020 8:00,0.131,0.114,0.407,0.158,0.059,0.043,0.18,0.251,0.331,0.34,0.13,0.723,0.732,6/2/2020
Mariposa,23,2021,6/8/2021 8:00,0.059,0.088,0.193,0.075,0.026,0.023,0.12,0.084,0.191,0.394,0.15,0.226,0.38,6/1/2021
Mariposa,23,2022,6/14/2022 8:00:00 AM,0.103,0.014,0.476,0.185,0.029,0.026,0.062,0.163,0.175,0.58,0.221,0.458,0.643,6/7/2022
Mariposa,24,2015,6/16/2015 8:00:00 AM,0.109,0.054,0.826,0.321,0.06,0.033,0.142,0.327,0.311,0.603,0.23,0.824,1.124,6/9/2015
Mariposa,24,2016,6/14/2016 8:00:00 AM,0.135,0.017,0.579,0.225,0.054,0.04,0.155,0.271,0.414,0.663,0.253,0.749,0.984,6/7/2016
Mariposa,24,2017,6/20/2017 8:00:00 AM,0.088,0.014,0.5,0.194,0.039,0.023,0.088,0.285,0.158,0.849,0.324,0.681,0.65,6/13/2017
Mariposa,24,2018,6/19/2018 8:00:00 AM,0.227,0.071,0.519,0.201,0.081,0.069,0.319,0.291,0.752,0.886,0.338,0.93,1.263,6/12/2018
Mariposa,24,2019,6/18/2019 8:00:00 AM,0.138,0.015,0.866,0.336,0.057,0.037,0.133,0.426,0.274,0.69,0.263,1.151,1.126,6/11/2019
Mariposa,24,2020,6/16/2020 8:00:00 AM,0.087,0.016,0.415,0.161,0.039,0.022,0.07,0.146,0.164,0.438,0.167,0.431,0.572,6/9/2020
Mariposa,24,2021,6/15/2021 8:00:00 AM,0.171,0.034,0.564,0.219,0.058,0.038,0.128,0.257,0.347,0.636,0.243,0.689,0.903,6/8/2021
Mariposa,24,2022,6/21/2022 8:00:00 AM,0.133,0.074,0.35,0.136,0.045,0.036,0.124,0.176,0.294,0.481,0.184,0.41,0.638,6/14/2022
Mariposa,25,2015,6/23/2015 8:00:00 AM,0.099,0.12,0.685,0.266,0.059,0.035,0.184,0.261,0.31,0.578,0.221,0.682,0.983,6/16/2015
Mariposa,25,2016,6/21/2016 8:00:00 AM,0.095,0.073,0.436,0.169,0.041,0.033,0.163,0.219,0.349,0.915,0.349,0.589,0.778,6/14/2016
Mariposa,25,2017,6/27/2017 8:00:00 AM,0.151,0.017,0.745,0.289,0.059,0.036,0.16,0.409,0.312,0.738,0.282,0.975,1.045,6/20/2017
Mariposa,25,2018,6/26/2018 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,6/19/2018
Mariposa,25,2019,6/25/2019 8:00:00 AM,0.111,0.014,0.759,0.295,0.049,0.036,0.154,0.302,0.349,0.759,0.29,0.758,1.096,6/18/2019
Mariposa,25,2020,6/23/2020 8:00:00 AM,0.161,0.02,0.572,0.222,0.056,0.042,0.15,0.266,0.298,0.807,0.308,0.682,0.861,6/16/2020
Mariposa,25,2021,6/22/2021 8:00:00 AM,0.173,0.033,0.572,0.222,0.059,0.038,0.129,0.26,0.35,0.641,0.245,0.698,0.913,6/15/2021
Mariposa,25,2022,6/28/2022 8:00:00 AM,0.14,0.027,0.619,0.24,0.035,0.025,0.081,0.209,0.204,0.392,0.15,0.536,0.813,6/21/2022
Mariposa,26,2015,6/30/2015 8:00:00 AM,0.143,0.014,1.155,0.448,0.058,0.046,0.221,0.428,0.499,1.374,0.524,1.207,1.635,6/23/2015
Mariposa,26,2016,6/28/2016 8:00:00 AM,0.091,0.062,0.556,0.216,0.05,0.026,0.107,0.219,0.171,0.912,0.348,0.53,0.718,6/21/2016
Mariposa,26,2017,7/4/2017 8:00,0.14,0.012,0.789,0.306,0.087,0.054,0.283,0.419,0.598,1.126,0.43,1.166,1.375,6/27/2017
Mariposa,26,2018,7/3/2018 8:00,0.151,0.035,0.646,0.251,0.099,0.057,0.305,0.309,0.597,0.831,0.317,0.805,1.233,6/26/2018
Mariposa,26,2019,7/2/2019 8:00,0.086,0.014,0.563,0.218,0.05,0.029,0.12,0.228,0.342,0.541,0.206,0.584,0.896,6/25/2019
Mariposa,26,2020,6/30/2020 8:00:00 AM,0.176,0.2,0.677,0.263,0.09,0.065,0.302,0.293,0.382,0.699,0.267,0.794,1.048,6/23/2020
Mariposa,26,2021,6/29/2021 8:00:00 AM,0.157,0.014,0.771,0.299,0.058,0.034,0.076,0.301,0.224,0.906,0.346,0.717,0.983,6/22/2021
Mariposa,26,2022,7/5/2022 8:00,0.093,0.023,0.55,0.213,0.034,0.025,0.1,0.189,0.261,0.576,0.22,0.477,0.803,6/28/2022
Mariposa,27,2015,7/7/2015 8:00,0.106,0.014,1.148,0.445,0.064,0.026,0.065,0.444,0.213,1.056,0.403,1.146,1.343,6/30/2015
Mariposa,27,2016,7/5/2016 8:00,0.157,0.034,0.947,0.367,0.064,0.047,0.23,0.393,0.453,1.114,0.425,1.064,1.385,6/28/2016
Mariposa,27,2017,7/11/2017 8:00,0.183,0.015,0.94,0.365,0.111,0.041,0.12,0.452,0.321,0.933,0.356,1.143,1.246,7/4/2017
Mariposa,27,2018,7/10/2018 8:00,0.146,0.027,0.694,0.269,0.091,0.041,0.135,0.304,0.322,0.767,0.293,0.789,1.005,7/3/2018
Mariposa,27,2019,7/9/2019 8:00,0.088,0.016,0.705,0.274,0.084,0.047,0.208,0.359,0.431,0.777,0.297,0.982,1.124,7/2/2019
Mariposa,27,2020,7/7/2020 8:00,0.133,0.088,0.65,0.252,0.098,0.049,0.224,0.261,0.46,0.794,0.303,0.729,1.099,6/30/2020
Mariposa,27,2021,7/6/2021 8:00,0.182,0.014,1.011,0.392,0.108,0.047,0.086,0.406,0.299,0.929,0.355,0.976,1.293,6/29/2021
Mariposa,27,2022,7/12/2022 8:00,0.312,0.014,1.295,0.502,0.204,0.045,0.054,0.454,0.495,0.809,0.309,0.908,1.769,7/5/2022
Mariposa,28,2015,7/14/2015 8:00:00 AM,0.078,0.014,0.861,0.334,0.037,0.027,0.12,0.361,0.33,0.732,0.279,0.962,1.177,7/7/2015
Mariposa,28,2016,7/12/2016 8:00,0.079,0.015,0.591,0.229,0.044,0.026,0.109,0.21,0.268,0.729,0.278,0.553,0.85,7/5/2016
Mariposa,28,2017,7/18/2017 8:00:00 AM,0.171,0.016,0.934,0.362,0.161,0.041,0.14,0.278,0.334,0.653,0.249,0.727,1.252,7/11/2017
Mariposa,28,2018,7/17/2018 8:00:00 AM,0.801,0.02,1.533,0.595,0.568,0.104,0.136,1.041,2.052,1.278,0.488,1.603,3.56,7/10/2018
Mariposa,28,2019,7/16/2019 8:00:00 AM,0.071,0.014,0.653,0.253,0.044,0.026,0.069,0.301,0.161,0.735,0.281,0.741,0.804,7/9/2019
Mariposa,28,2020,7/14/2020 8:00:00 AM,0.128,0.068,0.748,0.29,0.067,0.045,0.197,0.309,0.353,0.798,0.305,0.913,1.089,7/7/2020
Mariposa,28,2021,7/13/2021 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,7/6/2021
Mariposa,28,2022,7/19/2022 8:00:00 AM,0.235,0.035,1.201,0.466,0.101,0.049,0.153,0.398,0.429,0.94,0.359,1.002,1.611,7/12/2022
Mariposa,29,2015,7/21/2015 8:00:00 AM,0.142,0.014,0.952,0.369,0.057,0.039,0.166,0.357,0.511,0.729,0.278,1.019,1.447,7/14/2015
Mariposa,29,2016,7/19/2016 8:00:00 AM,0.134,0.025,0.885,0.343,0.059,0.038,0.14,0.32,0.362,0.966,0.369,0.772,1.233,7/12/2016
Mariposa,29,2017,7/25/2017 8:00:00 AM,0.881,0.025,1.901,0.738,0.697,0.153,0.206,0.579,1.221,1.078,0.411,1.304,3.091,7/18/2017
Mariposa,29,2018,7/24/2018 8:00:00 AM,1.106,0.045,1.39,0.539,0.979,0.15,0.095,1.593,3.477,1.232,0.47,1.823,4.844,7/17/2018
Mariposa,29,2019,7/23/2019 8:00:00 AM,0.144,0.014,0.968,0.376,0.066,0.042,0.157,0.374,0.405,0.665,0.254,0.975,1.358,7/16/2019
Mariposa,29,2020,7/21/2020 8:00:00 AM,0.19,0.028,1.063,0.412,0.112,0.066,0.286,0.411,0.531,0.975,0.372,1.229,1.576,7/14/2020
Mariposa,29,2021,7/20/2021 8:00:00 AM,0.206,0.014,1.189,0.461,0.093,0.052,0.176,0.34,0.412,0.66,0.252,0.882,1.582,7/13/2021
Mariposa,29,2022,7/26/2022 8:00:00 AM,0.639,0.042,1.51,0.586,0.399,0.106,0.105,0.409,0.872,0.67,0.256,0.819,2.359,7/19/2022
Mariposa,30,2015,7/28/2015 8:00:00 AM,0.108,0.019,0.71,0.275,0.051,0.034,0.162,0.318,0.44,0.575,0.219,0.846,1.139,7/21/2015
Mariposa,30,2016,7/26/2016 8:00:00 AM,0.113,0.029,0.76,0.295,0.053,0.029,0.084,0.238,0.223,0.66,0.252,0.56,0.97,7/19/2016
Mariposa,30,2017,8/1/2017 8:00,0.391,0.016,1.015,0.394,0.134,0.07,0.145,0.342,0.467,0.55,0.21,0.975,1.466,7/25/2017
Mariposa,30,2018,7/31/2018 8:00:00 AM,1.212,0.057,2.359,0.915,0.963,0.163,0.101,1.934,3.623,1.186,0.453,1.881,5.944,7/24/2018
Mariposa,30,2019,7/30/2019 8:00:00 AM,0.132,0.014,1.119,0.434,0.051,0.032,0.105,0.445,0.283,0.624,0.238,1.093,1.384,7/23/2019
Mariposa,30,2020,7/28/2020 8:00:00 AM,0.187,0.014,1.052,0.408,0.089,0.055,0.16,0.599,0.342,0.788,0.301,1.577,1.377,7/21/2020
Mariposa,30,2021,7/27/2021 8:00:00 AM,0.17,0.117,1.013,0.393,0.081,0.062,0.294,0.314,0.544,0.623,0.238,0.835,1.541,7/20/2021
Mariposa,30,2022,8/2/2022 8:00,0.447,0.014,1.074,0.417,0.161,0.074,0.095,0.365,0.458,0.569,0.217,0.838,1.515,7/26/2022
Mariposa,31,2015,8/4/2015 8:00,0.144,0.014,1.029,0.399,0.066,0.042,0.198,0.321,0.504,0.615,0.235,0.789,1.516,7/28/2015
Mariposa,31,2016,8/2/2016 8:00,0.179,0.031,1.308,0.508,0.138,0.037,0.108,0.417,0.275,0.836,0.319,0.902,1.562,7/26/2016
Mariposa,31,2017,8/8/2017 8:00,0.244,0.014,0.902,0.35,0.113,0.039,0.058,0.375,0.256,0.364,0.139,0.792,1.144,8/1/2017
Mariposa,31,2018,8/7/2018 8:00,1.606,0.11,2.005,0.778,1.077,0.202,0.076,1.606,4.15,1.498,0.572,1.448,6.123,7/31/2018
Mariposa,31,2019,8/6/2019 8:00,0.142,0.014,1.064,0.413,0.059,0.045,0.183,0.359,0.431,0.632,0.241,0.903,1.478,7/30/2019
Mariposa,31,2020,8/4/2020 8:00,0.128,0.023,0.765,0.297,0.054,0.032,0.098,0.492,0.23,0.615,0.235,1.21,0.983,7/28/2020
Mariposa,31,2021,8/3/2021 8:00,0.13,0.013,1.025,0.398,0.075,0.029,0.079,0.392,0.227,0.349,0.133,0.987,1.235,7/27/2021
Mariposa,31,2022,8/9/2022 8:00,0.172,0.014,1.03,0.4,0.053,0.037,0.121,0.369,0.382,0.327,0.125,0.931,1.396,8/2/2022
Mariposa,32,2015,8/11/2015 8:00,0.171,0.014,0.991,0.385,0.065,0.05,0.241,0.352,0.669,0.678,0.259,0.886,1.644,8/4/2015
Mariposa,32,2016,8/9/2016 8:00,0.118,0.044,0.899,0.349,0.09,0.032,0.136,0.344,0.312,0.538,0.205,0.682,1.197,8/2/2016
Mariposa,32,2017,8/15/2017 8:00:00 AM,0.249,0.017,0.941,0.365,0.16,0.041,0.08,0.438,0.632,0.375,0.143,0.7,1.558,8/8/2017
Mariposa,32,2018,8/14/2018 8:00:00 AM,1.157,0.089,1.564,0.607,0.729,0.143,0.054,1.173,2.311,1.305,0.498,1.101,3.85,8/7/2018
Mariposa,32,2019,8/13/2019 8:00:00 AM,0.138,0.014,0.952,0.369,0.061,0.037,0.091,0.352,0.277,0.48,0.183,0.838,1.213,8/6/2019
Mariposa,32,2020,8/11/2020 8:00,0.161,0.015,0.806,0.313,0.085,0.058,0.227,0.299,0.5,0.491,0.187,0.775,1.293,8/4/2020
Mariposa,32,2021,8/10/2021 8:00,0.258,0.014,1.18,0.458,0.149,0.045,0.083,0.469,0.366,0.518,0.198,0.721,1.527,8/3/2021
Mariposa,32,2022,8/16/2022 8:00:00 AM,0.21,0.051,0.864,0.335,0.084,0.044,0.141,0.269,0.426,0.41,0.156,0.722,1.276,8/9/2022
Mariposa,33,2015,8/18/2015 8:00:00 AM,0.157,0.014,0.987,0.383,0.056,0.032,0.087,0.331,0.329,0.629,0.24,0.829,1.3,8/11/2015
Mariposa,33,2016,8/16/2016 8:00:00 AM,0.199,0.015,1.183,0.459,0.129,0.044,0.142,0.383,0.449,0.801,0.306,0.849,1.613,8/9/2016
Mariposa,33,2017,8/22/2017 8:00:00 AM,0.251,0.014,1.277,0.495,0.169,0.071,0.354,0.611,0.814,0.427,0.163,1.357,2.071,8/15/2017
Mariposa,33,2018,8/21/2018 8:00:00 AM,0.688,0.016,0.885,0.343,0.212,0.088,0.073,0.398,0.418,0.44,0.168,0.807,1.289,8/14/2018
Mariposa,33,2019,8/20/2019 8:00:00 AM,0.187,0.014,0.979,0.38,0.085,0.05,0.161,0.331,0.491,0.632,0.241,0.761,1.455,8/13/2019
Mariposa,33,2020,8/18/2020 8:00:00 AM,0.196,0.013,0.98,0.38,0.092,0.038,0.104,0.361,0.299,0.498,0.19,0.897,1.263,8/11/2020
Mariposa,33,2021,8/17/2021 8:00:00 AM,0.311,0.023,1.142,0.443,0.152,0.057,0.146,0.487,0.418,0.567,0.216,0.781,1.541,8/10/2021
Mariposa,33,2022,8/23/2022 8:00:00 AM,0.204,0.03,1.077,0.418,0.094,0.038,0.102,0.273,0.331,0.441,0.168,0.671,1.39,8/16/2022
Mariposa,34,2015,8/25/2015 8:00:00 AM,0.202,0.04,1.058,0.411,0.107,0.057,0.282,0.411,0.711,0.577,0.22,0.94,1.752,8/18/2015
Mariposa,34,2016,8/23/2016 8:00:00 AM,0.281,0.019,1.331,0.516,0.175,0.047,0.09,0.508,0.395,0.841,0.321,1.042,1.705,8/16/2016
Mariposa,34,2017,8/29/2017 8:00:00 AM,0.283,0.014,1.159,0.45,0.157,0.045,0.125,0.543,0.487,0.4,0.153,1.149,1.628,8/22/2017
